age,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
30,secondary,no,49,no,no,cellular,30,jan,2,0,other,yes
77,primary,no,29340,no,no,cellular,15,mar,1,2,other,yes
44,secondary,no,611,no,no,cellular,31,jul,10,0,other,no
48,primary,no,380,yes,no,cellular,22,jul,5,0,other,no
28,secondary,no,1925,no,no,cellular,25,may,1,4,failure,yes
46,tertiary,no,273,yes,no,cellular,18,mar,2,4,success,yes
60,secondary,no,1,no,no,cellular,19,feb,1,1,success,yes
41,secondary,no,2004,yes,no,cellular,19,nov,1,0,other,no
42,primary,no,5310,yes,no,cellular,20,aug,1,3,success,yes
35,tertiary,no,193,yes,no,cellular,30,apr,1,1,failure,yes
36,tertiary,no,59,no,no,cellular,13,aug,2,0,other,yes
36,secondary,no,3832,yes,no,cellular,11,jul,1,0,other,no
37,secondary,no,12939,yes,yes,cellular,3,feb,3,9,failure,no
40,primary,no,72,yes,yes,cellular,21,nov,1,0,other,yes
47,secondary,no,0,no,no,cellular,10,nov,1,1,other,yes
42,unknown,no,190,no,no,cellular,11,aug,2,0,other,yes
55,tertiary,no,-466,yes,no,cellular,15,may,1,0,other,yes
32,secondary,no,454,yes,no,cellular,18,jul,1,0,other,yes
34,secondary,no,857,yes,no,cellular,22,aug,6,0,other,no
45,secondary,no,192,yes,no,cellular,13,may,5,1,other,no
76,primary,no,1411,no,no,telephone,19,oct,2,3,success,yes
39,secondary,no,563,yes,no,cellular,4,may,3,0,other,no
46,secondary,no,0,no,no,cellular,27,aug,5,0,other,yes
31,secondary,no,506,no,no,cellular,21,aug,4,0,other,no
72,tertiary,no,132,no,no,cellular,1,jul,2,1,success,yes
54,secondary,no,859,no,yes,cellular,21,jul,1,0,other,yes
59,secondary,no,259,no,no,cellular,18,mar,1,0,other,yes
27,secondary,no,535,no,no,cellular,16,aug,3,4,success,yes
42,tertiary,no,3908,yes,no,telephone,4,feb,5,0,other,no
45,tertiary,no,963,yes,no,cellular,12,may,5,0,other,yes
39,tertiary,no,494,no,no,cellular,10,mar,2,3,failure,yes
42,secondary,no,703,yes,no,cellular,10,jul,1,0,other,no
58,tertiary,no,0,no,no,cellular,14,sep,2,0,other,yes
41,tertiary,no,143,no,yes,cellular,16,jul,1,0,other,no
55,secondary,no,1218,no,no,cellular,20,aug,2,0,other,no
54,primary,no,6191,no,no,cellular,19,nov,2,0,other,no
35,tertiary,no,2646,no,no,cellular,13,oct,1,1,success,yes
38,secondary,no,751,yes,no,cellular,3,apr,1,0,other,no
33,tertiary,no,61,no,no,cellular,19,aug,3,0,other,yes
38,tertiary,no,669,yes,yes,cellular,31,jul,2,0,other,no
57,primary,no,6969,no,no,cellular,19,nov,2,0,other,no
31,tertiary,no,13711,yes,no,cellular,20,nov,3,0,other,yes
77,primary,no,3324,no,no,cellular,13,may,1,5,success,yes
30,primary,no,5,no,no,cellular,23,dec,1,1,success,yes
35,secondary,no,184,yes,no,cellular,18,may,2,0,other,no
23,secondary,no,1298,no,no,cellular,14,jul,1,0,other,yes
36,secondary,no,151,yes,no,cellular,11,may,1,0,other,no
44,secondary,no,244,yes,no,cellular,12,aug,4,0,other,yes
55,primary,no,113,no,no,cellular,12,aug,1,3,failure,yes
78,primary,no,1389,no,no,cellular,8,apr,1,0,other,yes
49,secondary,no,1350,no,no,cellular,18,aug,2,0,other,no
37,secondary,no,0,yes,no,cellular,2,jun,1,0,other,yes
54,tertiary,no,2081,no,no,cellular,15,jun,1,0,other,no
61,secondary,no,938,no,no,cellular,15,jul,2,3,success,yes
35,primary,no,167,no,yes,cellular,11,jul,2,0,other,yes
40,secondary,no,985,yes,no,cellular,4,jun,3,8,failure,yes
25,tertiary,no,4923,yes,yes,cellular,19,feb,2,12,other,no
24,secondary,no,822,no,no,cellular,27,oct,1,2,failure,yes
64,unknown,no,2645,no,no,telephone,3,feb,2,0,other,yes
33,unknown,no,1534,yes,no,cellular,11,jul,2,0,other,yes
51,primary,no,1495,no,no,telephone,25,jul,4,0,other,yes
26,secondary,no,-379,yes,yes,cellular,22,jul,7,0,other,yes
49,secondary,no,1629,no,no,cellular,31,jul,2,0,other,no
34,secondary,no,2918,no,yes,cellular,4,jun,1,2,success,yes
33,tertiary,no,1778,no,no,cellular,12,feb,1,0,other,yes
35,secondary,no,53,yes,no,cellular,18,nov,1,0,other,no
34,secondary,no,133,no,no,cellular,12,may,2,3,success,yes
42,unknown,no,849,yes,no,cellular,8,oct,1,1,other,yes
43,secondary,no,5704,yes,no,cellular,6,aug,2,0,other,no
61,tertiary,no,32685,no,no,cellular,2,mar,2,0,other,yes
32,tertiary,no,623,no,no,cellular,6,jul,3,2,failure,yes
48,primary,no,0,no,yes,cellular,17,nov,1,0,other,no
41,primary,no,3237,no,no,cellular,14,may,3,4,other,no
32,secondary,no,0,yes,no,cellular,16,jul,4,0,other,no
54,secondary,no,377,no,no,cellular,8,apr,1,0,other,yes
48,secondary,no,23495,no,no,cellular,22,aug,8,0,other,no
37,secondary,no,0,yes,no,cellular,21,apr,4,0,other,yes
34,tertiary,no,3119,no,no,cellular,16,oct,1,0,other,yes
42,tertiary,no,12223,yes,no,cellular,19,nov,1,0,other,no
46,tertiary,no,4,no,no,cellular,8,aug,4,0,other,yes
57,primary,no,23,yes,no,telephone,31,jul,8,0,other,no
36,tertiary,no,844,yes,yes,cellular,25,oct,1,0,other,no
36,tertiary,no,1291,no,no,cellular,30,apr,1,1,success,yes
31,tertiary,no,1812,no,no,cellular,30,apr,1,0,other,yes
28,tertiary,no,128,no,no,cellular,27,may,1,1,failure,yes
37,secondary,no,6089,yes,no,cellular,14,may,2,0,other,yes
77,tertiary,no,4659,no,no,cellular,14,apr,1,0,other,yes
35,tertiary,no,1473,yes,no,cellular,20,apr,6,4,other,no
33,secondary,no,-417,no,no,cellular,12,may,1,5,failure,no
27,tertiary,no,1075,no,no,cellular,2,mar,1,0,other,yes
27,tertiary,no,567,no,no,cellular,25,nov,2,1,success,yes
80,primary,no,997,no,no,cellular,28,jan,1,3,success,yes
79,primary,no,3025,no,no,cellular,11,dec,3,3,other,yes
42,tertiary,no,576,no,no,cellular,27,feb,1,0,other,yes
31,secondary,no,35,no,no,cellular,30,apr,1,0,other,yes
34,primary,no,-480,yes,yes,cellular,8,jul,1,0,other,no
34,secondary,no,247,no,no,cellular,8,oct,2,0,other,yes
35,tertiary,no,0,no,no,cellular,3,jul,1,0,other,yes
29,tertiary,no,805,no,no,cellular,23,feb,1,7,failure,yes
39,secondary,no,1587,yes,no,cellular,2,jun,3,0,other,yes
34,secondary,no,528,yes,no,cellular,2,sep,3,5,other,yes
33,tertiary,no,896,yes,no,cellular,19,nov,1,0,other,no
44,secondary,no,191,yes,yes,cellular,7,may,1,0,other,no
49,secondary,no,1946,no,no,cellular,19,oct,1,1,success,yes
81,primary,no,949,no,no,cellular,27,sep,2,1,other,yes
46,secondary,no,1167,yes,no,cellular,21,nov,2,0,other,yes
58,secondary,no,1080,yes,no,cellular,29,jul,2,0,other,yes
58,secondary,no,318,yes,no,cellular,17,nov,1,0,other,no
38,tertiary,no,413,no,no,cellular,13,oct,2,3,success,yes
60,tertiary,no,5041,no,no,telephone,4,nov,1,0,other,yes
41,unknown,no,465,yes,no,cellular,22,jul,1,0,other,yes
55,secondary,no,49,yes,no,cellular,7,jul,4,0,other,yes
31,tertiary,no,533,no,no,cellular,11,feb,1,9,success,yes
40,secondary,no,1844,yes,no,cellular,11,may,1,0,other,no
35,secondary,no,205,yes,yes,cellular,15,may,7,1,failure,yes
59,primary,no,0,no,no,cellular,25,aug,5,0,other,no
59,tertiary,no,7049,no,no,cellular,21,nov,1,2,failure,yes
30,tertiary,no,3086,yes,no,cellular,20,nov,1,0,other,no
41,secondary,no,471,yes,no,cellular,13,may,2,4,success,yes
46,secondary,no,122,no,no,cellular,6,feb,2,7,failure,no
31,tertiary,no,2915,no,no,cellular,30,apr,1,1,failure,no
72,primary,no,4657,no,no,cellular,27,sep,4,16,other,no
52,secondary,no,955,no,yes,cellular,3,feb,1,3,success,yes
57,secondary,no,169,no,no,cellular,30,apr,1,1,success,no
37,secondary,no,965,yes,no,cellular,28,jul,4,0,other,no
87,primary,no,230,no,no,cellular,30,oct,1,0,other,yes
36,primary,no,227,no,no,cellular,9,jul,1,0,other,no
32,tertiary,no,500,no,no,cellular,8,aug,4,0,other,no
56,secondary,no,2065,no,no,cellular,14,aug,2,0,other,no
49,secondary,no,0,no,no,cellular,30,apr,1,0,other,yes
37,secondary,no,625,yes,no,cellular,15,may,4,2,failure,no
26,tertiary,no,1094,yes,no,cellular,8,sep,1,0,other,yes
55,secondary,no,1199,no,yes,telephone,4,may,10,0,other,no
20,secondary,no,76,yes,no,cellular,18,may,2,0,other,yes
34,tertiary,no,46,no,no,cellular,19,aug,5,0,other,no
36,tertiary,no,-103,yes,yes,telephone,17,oct,1,0,other,yes
39,tertiary,no,297,yes,no,cellular,13,may,2,0,other,yes
30,secondary,no,154,yes,no,cellular,21,nov,2,0,other,no
32,primary,no,-56,no,yes,cellular,19,nov,1,0,other,no
56,secondary,no,343,no,yes,cellular,9,jul,1,0,other,no
42,primary,no,2328,no,no,cellular,20,aug,2,0,other,no
59,primary,no,754,no,no,cellular,11,aug,4,0,other,no
59,tertiary,no,3342,no,no,cellular,18,mar,2,6,other,yes
29,secondary,no,9,yes,no,cellular,11,may,3,0,other,no
43,tertiary,no,2081,no,no,cellular,22,oct,3,0,other,yes
41,tertiary,no,5561,no,no,cellular,20,aug,2,0,other,yes
31,tertiary,no,71,no,no,cellular,12,mar,1,0,other,yes
55,primary,no,512,no,no,cellular,5,aug,2,0,other,yes
45,secondary,no,507,no,yes,cellular,21,nov,2,0,other,no
39,tertiary,no,0,no,no,cellular,22,aug,6,0,other,no
52,tertiary,no,2133,no,yes,cellular,18,jul,1,0,other,no
35,secondary,no,313,yes,no,cellular,15,jul,1,0,other,no
52,tertiary,no,40,no,no,cellular,19,nov,3,0,other,yes
30,secondary,no,0,yes,no,cellular,12,may,1,0,other,no
32,tertiary,no,53,no,no,cellular,22,aug,2,0,other,yes
51,secondary,no,4695,no,no,cellular,29,aug,10,0,other,no
30,secondary,no,-6,yes,no,cellular,17,apr,1,0,other,no
37,tertiary,no,33,yes,no,cellular,12,mar,1,0,other,yes
39,secondary,no,27,no,yes,cellular,7,jul,1,0,other,no
46,tertiary,no,2889,yes,no,cellular,5,may,1,0,other,yes
40,secondary,yes,94,no,no,cellular,29,jul,2,0,other,no
57,tertiary,no,7699,no,yes,cellular,16,jul,1,0,other,no
52,secondary,no,4269,yes,yes,cellular,20,nov,1,0,other,no
27,tertiary,no,2786,no,no,cellular,15,jun,2,3,success,no
30,secondary,no,315,yes,no,cellular,14,may,3,4,failure,yes
43,secondary,no,0,yes,yes,cellular,23,sep,2,13,failure,yes
53,tertiary,no,8093,no,no,cellular,19,nov,1,0,other,no
25,secondary,no,0,yes,no,cellular,5,may,1,0,other,no
55,secondary,no,1431,no,yes,cellular,28,jan,1,0,other,no
48,secondary,no,0,yes,yes,cellular,3,nov,1,2,failure,yes
21,primary,no,8278,no,no,cellular,29,oct,1,0,other,yes
41,secondary,no,2067,yes,no,cellular,11,may,4,4,failure,no
30,secondary,no,211,no,no,cellular,10,jul,1,0,other,no
48,tertiary,no,929,no,no,cellular,29,jan,1,0,other,no
58,primary,no,1183,no,no,cellular,31,jul,5,0,other,yes
33,tertiary,no,1808,no,no,cellular,28,dec,3,0,other,yes
50,secondary,no,388,no,no,cellular,15,sep,2,4,failure,yes
24,secondary,no,382,no,no,cellular,30,apr,2,0,other,yes
34,secondary,no,1279,yes,no,cellular,21,oct,3,10,success,yes
49,secondary,no,5802,no,no,cellular,12,aug,3,2,success,no
33,secondary,no,-329,yes,no,cellular,9,apr,1,0,other,no
27,secondary,no,1347,no,no,telephone,28,dec,1,11,success,yes
63,secondary,no,973,no,no,cellular,25,feb,1,1,success,yes
23,unknown,no,817,yes,no,cellular,18,may,1,0,other,no
59,tertiary,no,474,no,no,cellular,21,aug,1,0,other,yes
27,secondary,no,3415,no,no,cellular,9,oct,3,1,success,yes
36,secondary,no,318,no,no,cellular,30,jul,2,0,other,no
40,secondary,no,2040,yes,no,cellular,18,may,2,2,failure,yes
40,tertiary,no,431,no,no,cellular,7,jul,2,0,other,yes
45,secondary,no,167,no,no,cellular,30,jul,11,0,other,no
51,primary,no,603,yes,no,cellular,24,jul,2,0,other,yes
53,unknown,no,0,no,no,cellular,19,aug,3,0,other,no
53,secondary,no,6170,no,no,cellular,13,aug,4,0,other,yes
32,secondary,no,148,yes,no,cellular,18,nov,1,0,other,no
57,tertiary,no,256,no,no,cellular,5,jun,2,1,success,yes
34,secondary,no,16,no,no,cellular,13,aug,1,0,other,yes
60,tertiary,no,3824,no,no,cellular,1,jun,3,0,other,no
70,primary,no,482,no,no,telephone,14,jul,1,3,success,yes
44,secondary,no,250,no,no,telephone,2,mar,2,0,other,yes
54,secondary,no,1016,yes,no,cellular,21,nov,3,0,other,no
71,secondary,no,4380,no,no,cellular,22,sep,1,0,other,yes
30,tertiary,no,1221,yes,no,telephone,25,jul,4,0,other,yes
61,tertiary,no,5267,no,no,cellular,18,aug,7,3,success,no
59,tertiary,no,2239,no,no,cellular,22,may,1,0,other,yes
42,primary,no,301,yes,no,cellular,17,jul,2,0,other,yes
36,secondary,no,11174,yes,no,cellular,15,apr,1,0,other,yes
77,secondary,no,638,no,no,cellular,11,feb,1,1,success,yes
42,secondary,no,2152,no,no,cellular,1,jul,2,4,failure,no
44,secondary,no,1258,yes,no,cellular,6,feb,4,0,other,no
58,secondary,no,3161,no,no,telephone,30,jul,2,0,other,yes
57,secondary,no,6005,yes,no,cellular,8,may,1,6,failure,yes
41,unknown,no,5980,yes,no,cellular,31,jul,3,0,other,no
59,tertiary,no,1425,no,no,cellular,10,aug,2,1,success,no
25,tertiary,no,1317,no,no,cellular,26,may,1,0,other,yes
42,secondary,no,1451,yes,no,cellular,4,may,4,0,other,yes
35,primary,no,0,yes,no,cellular,8,may,1,2,failure,no
35,tertiary,no,141,no,yes,cellular,20,nov,1,0,other,yes
41,primary,no,362,yes,no,cellular,12,may,3,0,other,no
29,tertiary,no,313,no,yes,cellular,8,jul,2,0,other,no
41,secondary,no,7870,yes,no,cellular,20,nov,2,0,other,no
32,tertiary,no,0,no,no,cellular,5,feb,4,0,other,yes
35,tertiary,no,1650,no,no,cellular,8,aug,5,0,other,no
62,secondary,no,3904,no,no,telephone,29,jan,2,0,other,yes
40,secondary,no,286,no,no,cellular,30,jul,4,0,other,no
44,unknown,no,282,no,no,cellular,9,mar,2,3,success,yes
32,tertiary,no,935,no,no,cellular,10,aug,2,5,failure,yes
43,secondary,no,733,yes,no,cellular,25,may,1,3,success,yes
24,secondary,no,167,no,yes,cellular,18,feb,2,0,other,yes
60,secondary,no,523,no,no,cellular,11,feb,1,3,success,yes
36,tertiary,no,1057,no,no,cellular,5,feb,2,0,other,no
35,primary,no,-276,yes,no,cellular,13,may,1,0,other,yes
37,tertiary,no,784,yes,no,cellular,9,feb,3,0,other,no
31,secondary,no,43,yes,no,cellular,12,may,1,0,other,no
21,primary,no,-172,yes,yes,cellular,15,may,1,3,failure,yes
36,tertiary,no,96,no,no,cellular,30,jul,4,0,other,yes
40,primary,no,830,yes,no,cellular,13,may,3,2,failure,yes
41,tertiary,no,1583,yes,no,cellular,9,jul,1,0,other,yes
32,tertiary,no,4638,no,no,cellular,29,jan,1,0,other,no
34,tertiary,no,0,yes,no,cellular,3,feb,1,0,other,yes
63,tertiary,no,133,yes,no,cellular,13,feb,2,0,other,no
24,primary,no,-247,yes,no,cellular,7,may,1,0,other,no
48,unknown,no,1819,no,no,cellular,2,sep,1,1,failure,yes
60,secondary,no,0,no,no,cellular,20,may,4,8,failure,no
45,secondary,no,205,no,no,cellular,3,feb,1,1,success,yes
35,tertiary,no,146,no,no,cellular,6,aug,2,0,other,yes
45,primary,no,528,yes,no,cellular,14,may,7,0,other,no
37,tertiary,no,1428,no,no,cellular,16,nov,2,0,other,no
36,primary,no,38,yes,yes,cellular,13,may,2,1,other,no
35,secondary,no,-32,no,yes,cellular,9,feb,4,5,failure,yes
31,tertiary,no,2734,yes,no,cellular,15,may,3,0,other,yes
61,tertiary,no,6,yes,no,cellular,14,apr,2,0,other,yes
64,tertiary,no,380,no,no,cellular,25,aug,1,0,other,yes
38,secondary,no,2543,no,no,cellular,10,aug,1,4,failure,yes
33,secondary,no,1536,no,no,cellular,9,feb,1,3,success,yes
31,tertiary,no,924,no,no,cellular,27,feb,1,0,other,yes
70,primary,no,579,no,no,cellular,11,feb,2,1,failure,no
39,tertiary,no,12855,yes,no,cellular,19,nov,4,1,failure,no
40,secondary,no,0,no,no,cellular,6,feb,1,0,other,no
45,secondary,no,356,no,no,cellular,25,aug,6,0,other,no
39,secondary,no,462,yes,no,cellular,13,may,1,0,other,yes
28,tertiary,no,223,yes,no,cellular,1,jun,1,3,success,yes
60,secondary,no,544,no,no,cellular,12,jun,7,2,failure,yes
28,secondary,no,1944,yes,no,telephone,18,may,7,0,other,no
32,tertiary,no,388,yes,no,cellular,15,may,1,2,failure,no
36,tertiary,no,197,no,no,cellular,30,apr,1,0,other,yes
75,unknown,no,4984,no,no,telephone,28,oct,1,0,other,yes
52,tertiary,no,0,no,no,cellular,22,aug,2,0,other,no
63,secondary,no,1486,no,no,cellular,14,may,5,3,other,no
47,secondary,no,3676,no,no,cellular,15,jul,2,1,other,yes
60,secondary,no,1853,no,no,cellular,11,aug,1,0,other,yes
31,secondary,no,284,yes,no,cellular,2,feb,1,0,other,yes
32,tertiary,no,2688,no,no,cellular,14,oct,1,1,failure,yes
51,tertiary,no,2109,no,no,cellular,13,oct,2,0,other,yes
54,secondary,no,244,yes,yes,cellular,18,may,11,11,other,no
40,secondary,no,0,yes,no,cellular,2,jun,1,3,failure,no
30,tertiary,no,1942,yes,yes,cellular,21,nov,2,3,other,yes
29,secondary,no,196,no,no,telephone,2,feb,1,0,other,no
37,secondary,no,52,yes,no,cellular,6,sep,1,9,success,yes
56,primary,no,9367,no,no,cellular,4,may,2,0,other,yes
60,tertiary,no,979,yes,no,cellular,15,jul,1,4,success,yes
30,secondary,no,-390,yes,no,cellular,5,may,1,0,other,no
33,tertiary,no,2240,no,no,cellular,3,jun,1,0,other,yes
34,secondary,no,4248,yes,no,cellular,20,apr,5,0,other,no
58,tertiary,no,5810,no,no,cellular,12,mar,1,0,other,yes
35,tertiary,no,362,no,no,cellular,27,aug,4,0,other,no
37,secondary,no,980,no,no,cellular,8,aug,5,0,other,yes
36,secondary,no,592,no,no,cellular,13,oct,2,5,failure,yes
26,tertiary,no,828,yes,no,cellular,17,aug,1,1,failure,yes
48,tertiary,no,334,yes,no,cellular,28,sep,2,12,success,yes
60,secondary,no,2722,no,no,cellular,12,aug,2,0,other,yes
32,tertiary,no,354,no,no,cellular,4,mar,2,5,other,yes
47,tertiary,no,1187,no,no,cellular,31,jul,7,0,other,no
31,secondary,no,93,no,no,cellular,19,nov,2,0,other,no
30,secondary,no,315,no,no,cellular,23,jun,1,0,other,yes
26,secondary,no,8,no,no,cellular,23,jul,1,0,other,no
57,tertiary,no,96,no,no,cellular,21,aug,4,0,other,yes
58,primary,no,2074,no,no,cellular,18,jun,2,0,other,yes
30,tertiary,no,415,yes,yes,cellular,6,may,1,4,failure,yes
22,secondary,no,33,no,no,cellular,12,feb,1,0,other,yes
54,secondary,no,2626,no,no,cellular,19,nov,2,2,failure,no
35,secondary,no,1810,yes,no,cellular,25,aug,2,2,failure,no
35,secondary,no,2374,yes,no,cellular,11,aug,2,5,success,yes
64,tertiary,no,14170,no,no,cellular,24,aug,2,0,other,no
61,tertiary,no,2557,yes,no,cellular,10,nov,1,4,success,yes
77,primary,no,300,no,no,cellular,9,sep,1,0,other,no
55,unknown,no,240,yes,no,cellular,2,aug,3,1,success,yes
30,secondary,no,501,yes,yes,cellular,20,nov,1,1,failure,yes
53,tertiary,no,1961,no,no,cellular,15,dec,1,0,other,yes
37,secondary,no,-242,yes,no,cellular,13,aug,6,0,other,yes
61,primary,no,3624,no,no,cellular,25,nov,1,0,other,yes
31,tertiary,no,2666,no,no,cellular,10,nov,2,6,success,yes
40,secondary,no,0,no,no,cellular,7,aug,2,0,other,yes
36,secondary,no,5957,yes,no,cellular,18,nov,2,0,other,no
55,tertiary,no,12972,no,no,telephone,18,aug,1,0,other,yes
35,tertiary,no,5958,yes,no,cellular,22,mar,1,0,other,yes
35,tertiary,no,0,yes,no,telephone,29,oct,1,0,other,yes
52,tertiary,no,2104,no,no,cellular,3,jun,2,0,other,yes
39,primary,no,3324,no,no,cellular,17,nov,1,1,failure,no
31,secondary,no,2251,yes,yes,cellular,17,jul,1,0,other,no
77,primary,no,989,no,no,telephone,12,oct,2,0,other,no
30,tertiary,no,302,no,no,cellular,11,feb,3,0,other,yes
32,tertiary,no,0,no,no,cellular,21,nov,1,0,other,no
36,secondary,no,249,yes,no,cellular,15,may,5,0,other,yes
34,secondary,no,806,no,no,cellular,19,jul,3,1,success,yes
55,tertiary,no,197,no,yes,cellular,8,jul,1,0,other,no
27,secondary,no,1511,yes,no,cellular,4,may,1,0,other,no
45,tertiary,no,0,no,no,cellular,14,aug,2,0,other,no
25,secondary,no,189,no,yes,cellular,8,jul,2,0,other,yes
34,tertiary,no,2240,no,no,cellular,8,sep,2,3,success,yes
33,secondary,no,149,no,yes,cellular,7,jul,1,0,other,no
58,unknown,no,1547,no,no,telephone,5,aug,4,0,other,yes
58,secondary,no,279,no,no,cellular,8,jul,5,0,other,no
25,secondary,no,2157,yes,no,cellular,21,jul,1,0,other,no
38,tertiary,no,605,no,no,telephone,18,jun,10,0,other,yes
51,unknown,no,1708,no,no,telephone,29,jan,3,0,other,no
48,secondary,no,-361,yes,no,cellular,12,may,3,3,other,yes
48,primary,no,323,no,no,cellular,28,aug,10,0,other,no
24,tertiary,no,736,yes,no,cellular,15,apr,2,2,other,yes
48,primary,no,235,no,no,cellular,9,sep,2,3,success,yes
48,tertiary,no,0,yes,no,cellular,17,apr,2,0,other,no
25,secondary,no,0,no,no,cellular,23,apr,1,0,other,yes
42,unknown,no,970,yes,no,telephone,21,jul,10,0,other,yes
83,primary,no,1097,no,no,telephone,5,mar,1,0,other,yes
37,tertiary,no,6743,no,no,cellular,28,aug,13,0,other,no
28,tertiary,no,1720,no,no,cellular,14,sep,1,4,success,yes
41,secondary,no,112,yes,no,cellular,17,nov,1,1,failure,no
39,secondary,no,11887,no,no,cellular,18,nov,2,0,other,yes
56,secondary,no,12,no,no,cellular,12,oct,3,1,failure,yes
29,secondary,no,202,no,no,cellular,30,jan,2,0,other,no
29,tertiary,no,205,no,no,cellular,4,jun,1,0,other,yes
54,secondary,no,2206,no,no,cellular,12,nov,1,2,other,yes
54,tertiary,no,12018,yes,no,cellular,21,dec,2,0,other,yes
41,tertiary,no,1757,no,no,cellular,22,apr,1,13,failure,yes
71,secondary,no,1712,no,no,cellular,11,feb,1,0,other,yes
52,secondary,no,774,yes,no,cellular,8,may,1,0,other,no
56,primary,no,0,no,no,cellular,3,feb,1,0,other,yes
70,primary,no,324,no,no,cellular,11,aug,1,6,other,yes
39,secondary,no,687,yes,no,cellular,9,jul,1,0,other,yes
31,tertiary,no,217,no,no,cellular,19,nov,4,0,other,no
41,tertiary,no,515,no,no,cellular,5,aug,2,0,other,yes
34,tertiary,no,5462,no,no,cellular,30,apr,1,0,other,yes
38,secondary,no,2549,no,no,cellular,3,mar,1,0,other,no
60,secondary,no,259,no,no,cellular,6,jul,1,2,success,yes
45,tertiary,no,1411,no,no,cellular,7,sep,2,3,failure,yes
39,secondary,no,2263,yes,yes,telephone,21,nov,9,0,other,yes
37,tertiary,no,0,yes,no,cellular,21,nov,1,0,other,no
73,unknown,no,3443,no,no,telephone,4,sep,3,0,other,yes
48,secondary,no,3776,no,no,telephone,4,may,4,0,other,no
46,secondary,no,368,no,no,cellular,20,aug,1,4,other,yes
32,secondary,no,131,yes,no,cellular,21,dec,1,1,success,yes
31,secondary,no,136,no,no,cellular,12,may,2,1,failure,yes
31,secondary,no,1766,no,yes,cellular,5,jun,2,0,other,yes
51,primary,no,0,no,no,cellular,7,aug,6,0,other,no
58,tertiary,no,5701,no,no,cellular,2,feb,1,0,other,yes
32,primary,no,228,yes,no,cellular,21,jul,6,0,other,yes
52,primary,no,273,yes,no,cellular,12,aug,2,0,other,no
33,secondary,no,82,yes,no,cellular,25,jul,1,0,other,yes
48,primary,no,0,no,no,cellular,28,aug,23,0,other,no
27,secondary,yes,0,no,yes,cellular,8,jul,1,0,other,yes
21,secondary,no,71,no,no,cellular,13,jan,2,0,other,yes
48,primary,no,1499,yes,no,cellular,12,may,7,0,other,no
69,tertiary,no,247,no,no,cellular,22,apr,2,0,other,yes
44,secondary,no,0,yes,yes,cellular,14,aug,2,0,other,no
28,secondary,no,171,no,no,cellular,5,jun,1,1,success,yes
37,tertiary,no,591,yes,no,cellular,7,may,2,5,failure,no
33,unknown,no,86,no,no,cellular,22,may,1,0,other,no
22,tertiary,no,104,no,yes,cellular,18,oct,1,3,success,yes
42,tertiary,no,176,yes,no,cellular,23,jul,1,0,other,no
50,tertiary,no,1200,no,no,cellular,14,aug,3,0,other,yes
56,tertiary,no,811,no,no,cellular,14,aug,19,0,other,no
33,secondary,no,336,no,no,cellular,15,apr,3,0,other,yes
36,tertiary,no,994,no,no,cellular,6,may,1,6,success,yes
31,secondary,no,-241,yes,no,cellular,22,jul,5,0,other,no
26,secondary,no,985,yes,no,cellular,6,may,2,0,other,no
30,secondary,no,130,no,no,telephone,5,dec,1,0,other,no
64,secondary,no,466,yes,no,cellular,18,oct,1,0,other,yes
19,unknown,no,108,no,no,cellular,10,aug,1,2,success,yes
50,primary,no,565,yes,yes,cellular,28,aug,3,0,other,no
33,tertiary,no,1323,no,no,cellular,1,jun,1,0,other,yes
45,secondary,no,900,yes,no,cellular,5,feb,4,4,other,no
36,secondary,no,1941,no,yes,cellular,13,aug,4,0,other,no
37,secondary,no,315,yes,no,cellular,6,may,1,0,other,no
30,tertiary,no,2666,no,no,cellular,4,feb,1,0,other,yes
39,secondary,no,1672,yes,no,cellular,20,apr,1,1,failure,yes
51,primary,no,-19,yes,no,cellular,13,may,1,11,failure,yes
46,tertiary,no,2044,no,no,telephone,4,feb,1,0,other,no
35,secondary,no,126,yes,no,cellular,8,apr,1,0,other,no
53,unknown,no,5331,no,no,cellular,21,nov,1,0,other,no
30,tertiary,no,12857,yes,no,cellular,6,nov,1,0,other,yes
41,secondary,no,-76,yes,no,cellular,16,apr,1,0,other,no
38,secondary,no,-367,yes,yes,cellular,12,may,1,0,other,no
36,secondary,no,1031,no,no,cellular,17,jun,4,0,other,yes
57,secondary,no,3738,yes,no,cellular,20,jul,2,8,failure,yes
34,tertiary,no,681,no,no,cellular,6,aug,2,0,other,yes
49,tertiary,no,5887,no,no,cellular,2,jun,3,2,failure,yes
55,tertiary,no,1341,no,no,cellular,22,aug,8,0,other,no
34,tertiary,no,443,no,no,cellular,18,jun,3,0,other,yes
44,tertiary,no,193,no,yes,cellular,8,jul,2,0,other,no
30,secondary,no,523,no,yes,cellular,3,mar,1,0,other,yes
32,secondary,no,134,yes,yes,cellular,15,may,3,0,other,yes
25,secondary,no,148,yes,no,cellular,18,may,1,0,other,no
33,tertiary,no,224,no,no,cellular,8,mar,2,0,other,yes
39,tertiary,no,119,yes,no,cellular,1,sep,2,4,success,yes
39,tertiary,no,4539,no,no,cellular,30,apr,1,0,other,no
33,tertiary,no,3064,no,no,cellular,20,nov,1,0,other,no
60,secondary,no,0,no,no,telephone,3,aug,2,5,failure,yes
